feature,importance
flow_std,0.2609801051405326
frame_diff_mean,0.14691993563205213
flow_mean,0.13354689518136564
flow_max,0.07981386512898092
hist_corr,0.07768106844820385
hist_bhattacharyya,0.0651652209476308
edge_diff_mean,0.06482420340866518
edge_density_curr,0.05880923734864111
edge_density_prev,0.058342813080833764
frame_diff_max,0.05391665568309404
